,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227
95,18677.44,16112.37,13491.99,11657.61,14196.98,10059.57,9714.080000000002,16680.03,15244.89,10114.93,10780.02,15916.72,13238.73,13515.2,10813.93,15419.02,19255.97,18323.85,7349.31,21238.97,12146.76,16323.6,6649.62,15404.87,6970.0,7024.98,6465.31,20962.12,16129.6,12138.89,11284.15,10359.67,11346.37,7868.29,9687.0,13056.85,13999.95,8552.389999999998,21765.45,8552.389999999998,20968.99,7024.98,9525.28,21238.97,19532.53,19255.97,11346.37,6944.32,6872.81,8000.12,15407.89,11762.8,10505.82,14295.78,4317.45,16970.68,13892.01,3829.55,5848.14,10519.36,10505.82,9372.28,14449.82,6954.69,10168.45,6001.81,4425.6,6346.22,6927.24,5983.12,13892.01,16590.07,11131.58,17331.27,6307.99,8862.059999999998,9266.77,1177.22,9699.06,10238.61,8427.08,1031.75,10131.64,3107.19,3582.75,1724.08,9586.57,1404.43,10247.3,8914.42,4429.98,8426.68,6358.04,8922.739999999998,8014.39,0.0,2269.57,8862.059999999998,11090.98,1031.75,2128.76,8427.08,4427.31,11754.95,4757.28,11748.67,9699.06,2444.72,20394.72,19896.12,28768.13,31567.7,22488.37,31437.21,21681.67,17403.4,23747.67,25002.45,21786.2,26659.93,18729.37,25959.41,25882.39,17428.74,20878.18,25269.39,20500.5,17339.49,19477.39,17208.82,17859.31,22240.41,17247.6,17825.88,19209.57,23250.53,17840.07,20124.68,19389.86,17847.54,21423.18,9979.1,3426.03,8252.969999999998,18104.72,3185.62,3362.11,15862.86,6114.41,17001.84,9408.11,6336.71,6612.61,9096.77,6336.71,11559.19,22112.24,8469.78,14517.56,26261.35,10104.9,29888.56,15052.57,12785.74,10515.07,8870.729999999998,6850.67,18911.81,6461.77,7008.55,8381.739999999998,13581.05,6986.3,19799.52,15921.58,12905.24,23720.68,16117.11,7329.649999999999,20744.54,27401.91,8469.78,6933.22,20745.7,8404.61,19619.27,14227.56,15934.12,18931.93,7049.31,26708.42,28374.45,23720.68,19633.85,6826.55,11288.09,8332.8,9629.24,27393.86,27370.65,8285.33,7314.55,9229.53,17395.44,8304.649999999998,17395.44,12155.31,8399.819999999998,9787.47,26249.07,9021.14,30418.72,17752.51,27401.91,14760.17,10478.3,18276.12,12267.52,9332.64,13063.02,14466.55,15524.59,12899.04,9462.38,13773.43,9780.88,11731.79,13773.43
96,18811.99,16508.11,14616.35,13178.75,15208.66,12309.74,11908.1,16952.61,16030.37,12129.11,12514.01,16493.95,14406.85,15732.56,12536.21,16135.54,21046.51,20129.64,9550.21,23072.68,14076.9,18142.24,8915.77,17253.56,9209.46,9258.79,8730.719999999998,22789.54,17955.64,14066.91,13238.38,12348.99,13301.28,10010.41,11704.57,14952.18,15865.24,10630.53,23610.12,10630.53,22795.16,9258.79,11202.61,23072.68,21329.71,21046.51,13301.28,9184.07,9120.330000000002,9882.52,17258.33,10107.12,8993.889999999998,12413.81,5972.15,15059.94,12034.08,4976.78,5696.29,9005.87,8993.889999999998,8011.64,12563.67,9087.78,8691.85,5814.99,6109.43,8431.41,6469.03,8033.819999999999,12034.08,14696.68,9552.330000000002,15393.35,8528.219999999998,11077.26,11479.69,1114.39,11909.55,12427.72,10641.98,3267.66,12327.49,5348.75,1341.51,545.57,7341.069999999999,3643.0,12437.65,6669.27,6655.99,10643.01,4118.39,11136.52,5768.34,2269.57,0.0,11077.26,13239.62,3267.66,4376.38,10641.98,6651.43,13880.62,6980.77,13873.06,11909.55,4687.74,19776.49,19415.6,27192.94,29804.61,21476.72,29684.36,20822.36,17183.68,22571.16,23729.35,20907.51,25190.81,18354.75,24537.81,24482.82,17329.84,20163.14,23979.78,19852.76,17897.47,20945.19,17406.33,18769.16,24076.62,17708.84,18629.91,20639.03,25214.22,18749.2,21650.34,20845.11,18651.11,23117.84,10865.79,4295.19,9172.8,18800.33,3985.77,4214.78,16544.04,6939.77,14855.47,10258.14,5755.27,6181.22,6848.0,5755.27,9289.68,20397.63,9075.94,12286.71,24630.91,11068.33,28311.46,12841.61,10520.75,8245.61,9520.14,5507.56,17098.22,5982.92,5574.36,6270.29,11320.68,5576.83,18075.77,13733.68,10640.57,22036.81,13934.34,5758.02,19037.92,25789.57,9075.94,6839.96,19037.36,8984.52,17885.65,11983.25,13745.38,17120.24,7191.98,25085.79,26777.39,22036.81,17898.81,6501.04,9018.54,8898.149999999998,7361.56,25782.88,25757.8,6310.14,7577.71,10014.35,15326.46,6275.28,15326.46,9887.09,6288.73,7518.729999999999,24616.97,9732.87,28849.44,15776.78,25789.57,13819.15,8854.979999999998,17618.9,11039.54,7173.9,11936.45,13495.69,14667.58,11749.99,7201.92,12726.5,7562.739999999998,9795.29,12726.5
97,22525.28,19419.51,14572.38,11406.38,15586.77,3848.97,4952.12,20312.61,17316.02,7246.14,9658.2,18633.97,14193.52,4655.49,9749.76,17716.31,15753.36,14844.23,4467.28,17229.36,9125.86,13076.27,3236.19,12125.3,3869.57,3967.74,2738.23,17022.19,12867.03,9137.59,8393.03,7586.85,8424.41,5241.04,7020.59,10014.54,10922.17,6051.23,17632.2,6051.23,17036.7,3967.74,5207.05,17229.36,15952.05,15753.36,8424.41,3871.26,3723.23,3628.79,12115.33,20137.92,18738.4,22908.42,8182.72,25591.68,22480.59,9498.69,12772.94,18753.37,18738.4,17467.66,23065.69,5333.4,18370.69,12932.73,8078.52,5829.82,14037.57,6139.73,22480.59,25192.08,19427.18,25983.86,2554.13,0.0,406.31,10032.94,840.4199999999998,1454.05,435.31,7832.62,1316.58,5758.47,12416.35,10541.08,18416.45,7458.029999999999,1455.45,17745.12,4432.17,435.53,15195.59,66.32,16844.32,8862.059999999998,11077.26,0.0,2496.86,7832.62,6736.22,435.31,4434.75,3246.64,4104.79,3249.11,840.4199999999998,6419.19,26275.37,25441.53,36683.0,39838.78,29260.29,39689.29,28112.87,22428.2,30869.37,32314.98,28261.0,34376.7,24069.7,33584.54,33460.59,22107.97,26983.17,32613.62,26452.07,19921.68,17837.79,21016.07,19029.0,18120.68,20180.67,19423.2,17806.31,18159.68,19015.41,18092.49,17827.91,19443.63,18276.05,12979.06,9951.01,11802.43,20081.52,10007.47,9964.13,18216.44,10969.25,25852.24,9167.14,11831.85,11658.93,17663.21,11831.85,20277.97,30376.5,9654.59,23363.89,34318.14,9035.09,37795.04,23911.12,21555.15,19221.83,9677.06,13662.28,27376.55,11683.09,13955.7,16552.64,22371.38,13891.22,28109.42,24783.6,21676.29,31909.93,24978.76,14475.96,29012.35,35409.21,9654.59,11027.65,29016.47,9716.6,27948.06,23057.35,24796.16,27393.56,10472.92,34744.45,36339.46,31909.93,27964.8,11530.57,20004.58,9735.52,18308.68,35398.49,35379.35,16140.47,10250.4,9338.830000000002,26190.74,16282.7,26190.74,20899.23,16568.71,18480.78,34309.29,9518.75,38302.84,26448.4,35409.21,21755.44,18856.28,24385.74,19970.1,18192.88,20535.65,21543.45,22287.57,20423.22,18084.58,21048.71,18208.23,19218.85,21048.71
98,24835.02,21704.94,16680.03,13443.99,17708.21,5360.71,6726.37,22621.82,19488.49,9135.48,11660.51,20863.37,16295.54,2879.44,11755.45,19909.97,16810.32,15949.59,6804.64,18066.16,10760.33,14344.26,5717.7,13443.35,6284.23,6370.56,5228.14,17889.62,14143.06,10776.0,10137.8,9454.85,10158.02,7484.79,8985.87,11560.01,12383.22,8188.85,18413.24,8188.85,17906.06,6370.56,4903.86,18066.16,16976.58,16810.32,10158.02,6289.25,6157.34,4231.79,13430.29,22550.83,21167.74,25275.91,10679.17,27959.91,24854.12,11983.07,15255.95,21182.57,21167.74,19908.23,25432.46,7711.029999999999,20802.59,15416.51,10575.34,8263.229999999998,16521.4,8596.68,24854.12,27565.43,21850.17,28342.42,4880.02,2496.86,2135.55,12241.51,1769.41,1094.07,2873.95,10060.69,1257.79,8033.71,14580.16,12716.9,20539.14,9693.3,1103.18,19871.74,6712.2,2886.22,17343.24,2430.95,18974.35,11090.98,13239.62,2496.86,0.0,10060.69,8995.51,2873.95,6710.42,752.1599999999999,6387.68,756.36,1769.41,8679.889999999998,28733.07,27881.06,39163.92,42288.27,31751.27,42141.18,30593.83,24844.3,33365.73,34811.77,30743.46,36866.28,26500.51,36076.85,35954.1,24499.03,29451.31,35110.29,28913.31,22114.16,19318.6,23335.81,21033.6,18889.18,22413.1,21486.57,19343.49,18578.8,21021.21,19468.97,19327.44,21506.44,19343.54,15348.96,12415.82,14236.66,22189.03,12460.33,12426.0,20407.92,13461.93,28084.2,9366.91,13189.55,12929.48,19621.08,13189.55,22298.15,32820.73,10200.38,25495.6,36787.51,8988.03,40276.94,26072.25,23605.99,21241.04,10109.0,15202.03,29785.07,12991.67,15514.28,18372.69,24437.16,15442.45,30545.15,26973.02,23727.95,34364.59,27173.96,16061.76,31454.83,37883.19,10200.38,12140.85,31458.57,10288.54,30380.82,25164.11,26984.62,29802.72,11492.03,37215.8,38816.97,34364.59,30397.26,12733.94,22024.91,10330.11,20318.41,37872.66,37853.2,17868.43,11177.83,9617.830000000002,28481.81,18045.33,28481.81,22933.49,18387.76,20497.22,36778.36,9885.23,40786.21,28791.53,37883.19,24252.29,21265.35,26859.44,22447.46,20405.08,23023.84,24039.99,24782.96,22909.42,20065.38,23542.56,20098.45,20762.67,23542.56
99,19016.57,16350.16,13388.4,11338.96,14148.08,9143.14,8878.78,16969.38,15303.88,9454.73,10328.99,16071.93,13113.27,12486.71,10370.72,15510.73,18723.17,17783.38,6517.46,20672.21,11541.86,15780.9,5700.8,14844.62,6082.48,6146.77,5468.11,20400.23,15582.49,11535.68,10665.56,9718.75,10726.85,7102.88,9027.05,12473.4,13433.89,7846.54,21190.13,7846.54,20407.94,6146.77,8638.09,20672.21,18994.51,18723.17,10726.85,6056.41,5970.84,7043.56,14846.4,12727.96,11443.78,15300.17,4088.01,17977.98,14892.69,3985.45,6464.61,11457.61,11443.78,10281.02,15454.79,6207.99,11099.87,6625.07,4166.22,5659.32,7615.04,5338.35,14892.69,17594.66,12082.19,18342.79,5278.85,7832.62,8237.03,2200.71,8669.04,9206.96,7397.51,0.0,9100.28,2083.41,4596.48,2724.26,10603.09,375.92,9215.69,9930.95,3401.28,7397.35,7375.76,7893.08,9030.29,1031.75,3267.66,7832.62,10060.69,0.0,1108.72,7397.51,3398.16,10726.97,3728.17,10720.87,8669.04,1421.16,21025.19,20477.34,29692.96,32538.67,23250.25,32405.82,22393.97,17894.21,24560.54,25843.57,22504.9,27557.02,19274.67,26843.57,26760.25,17871.1,21542.08,26115.23,21141.35,17495.37,19146.3,17528.02,17840.4,21669.93,17448.91,17860.37,18901.96,22588.55,17821.62,19757.0,19066.47,17882.14,20947.45,10041.86,3776.39,8331.05,18190.98,3598.85,3728.1,15968.8,6305.79,18033.59,8881.83,6549.42,6748.08,10045.36,6549.42,12548.06,23076.43,8072.66,15540.09,27202.18,9517.94,30813.25,16079.65,13787.57,11499.92,8445.59,7371.979999999999,19899.83,6624.25,7564.649999999999,9234.98,14588.33,7532.38,20767.6,16951.65,13907.52,24676.45,17147.61,7938.05,21707.9,28337.37,8072.66,6903.98,21709.46,8021.09,20589.71,15245.19,16964.12,19919.56,6907.1,27646.97,29305.33,24676.45,20604.59,6906.56,12276.14,7957.62,10606.19,28328.97,28306.26,9066.55,7107.48,8735.83,18423.46,9113.55,18423.46,13150.63,9252.73,10768.06,27190.33,8564.53,31341.01,18769.55,28337.37,15521.51,11440.52,18927.5,13125.92,10363.84,13888.85,15238.66,16255.33,13732.17,10425.19,14572.22,10699.67,12469.34,14572.22
100,19214.22,16446.65,13133.82,10870.73,13947.15,8088.02,7895.75,17119.57,15212.09,8642.58,9728.9,16080.08,12837.21,11387.74,9778.55,15453.06,18003.48,17058.24,5551.03,19915.63,10773.85,15058.86,4627.65,14108.0,5063.4,5136.41,4363.11,19648.84,14856.63,10769.41,9888.42,8924.66,9948.38,6200.31,8218.26,11722.64,12696.58,6999.67,20424.46,6999.67,19657.35,5136.41,7884.13,19915.63,18269.12,18003.48,9948.38,5037.13,4938.52,6174.96,14108.53,13682.04,12362.83,16313.38,3893.13,18995.07,15899.65,4212.57,7060.26,12377.02,12362.83,11165.77,16468.91,5335.48,12011.17,7224.77,3931.73,4863.04,8267.69,4598.14,15899.65,18606.93,13016.95,19367.83,4182.25,6736.22,7141.41,3304.38,7574.25,8121.92,6301.54,1108.72,8012.029999999999,978.59,5704.32,3832.91,11710.75,733.69,8130.02,11038.59,2304.68,6300.72,8482.96,6797.29,10138.05,2128.76,4376.38,6736.22,8995.51,1108.72,0.0,6301.54,2302.95,9672.99,2632.43,9667.59,7574.25,317.26,21547.07,20943.34,30575.4,33489.19,23925.29,33352.63,23010.13,18264.36,25297.51,26615.45,23128.56,28401.89,19702.47,27671.37,27579.67,18187.05,22102.15,26892.98,21675.11,17498.21,18628.93,17708.81,17654.21,20908.2,17501.2,17731.15,18409.38,21738.8,17635.99,19200.65,18557.22,17752.95,20279.82,9994.97,4208.92,8324.989999999998,18116.1,4102.34,4178.68,15924.24,6465.48,19119.4,8644.93,7142.83,7268.399999999999,11138.97,7142.83,13654.43,24019.79,8007.55,16645.49,28108.8,9194.79,31695.05,17181.23,14896.02,12605.45,8340.59,8204.17,20882.45,7171.61,8420.94,10281.62,15697.05,8381.52,21718.18,18048.03,15016.02,25606.32,18242.74,8829.469999999998,22650.78,29235.67,8007.55,7263.989999999998,22652.94,7973.069999999999,21544.03,16352.65,18060.69,20901.51,7151.64,28550.06,30196.61,25606.32,21559.38,7372.2,13382.35,7920.609999999999,11709.7,29226.77,29204.8,10070.08,7278.17,8542.08,19487.76,10134.21,19487.76,14258.25,10299.15,11872.57,28097.58,8419.319999999998,32219.17,19805.75,29235.67,16210.47,12392.67,19478.29,13939.12,11456.67,14659.97,15941.24,16905.99,14512.62,11524.11,15308.68,11779.45,13434.66,15308.68
101,22283.86,19189.45,14410.16,11273.24,15418.55,3939.08,4944.76,20072.53,17128.73,7177.96,9541.99,18425.51,14033.75,5090.8,9632.14,17521.32,15844.8,14928.34,4252.73,17358.94,9114.68,13132.23,2920.74,12173.82,3613.14,3718.66,2356.56,17146.62,12921.96,9125.36,8357.62,7522.41,8391.79,5064.33,6930.84,10020.47,10943.7,5910.25,17771.01,5910.25,17160.74,3718.66,5138.49,17358.94,16049.3,15844.8,8391.79,3612.36,3453.28,3448.36,12164.55,19721.15,18325.32,22484.31,7813.58,25167.81,22057.26,9109.23,12382.4,18340.25,18325.32,17057.57,22641.5,5088.91,17958.24,12542.84,7712.89,5546.97,13647.74,5837.42,22057.26,24768.88,19012.59,25558.8,2119.31,435.31,839.88,9597.77,1273.23,1863.89,0.0,7397.51,1734.7,5323.97,11981.04,10105.77,17981.26,7022.99,1867.46,17309.92,3997.29,27.38,14760.3,495.75,16409.11,8427.08,10641.98,435.31,2873.95,7397.51,6301.54,0.0,3999.77,3617.31,3669.83,3618.33,1273.23,5984.47,25958.66,25136.95,36291.21,39432.33,28911.36,39283.66,27776.48,22137.91,30507.62,31946.39,27923.03,33992.41,23770.66,33203.72,33081.66,21830.75,26658.48,32243.91,26132.78,19725.24,17836.53,20771.31,18892.72,18260.85,19969.97,19268.93,17792.23,18358.31,18878.79,18113.88,17822.43,19289.53,18360.52,12718.01,9549.11,11507.2,19912.94,9600.52,9560.87,18021.74,10620.39,25418.33,8962.63,11455.37,11292.8,17232.69,11455.37,19844.8,29968.16,9393.6,22928.6,33919.6,8871.44,37403.95,23475.86,21121.05,18788.77,9433.2,13264.33,26959.3,11312.48,13555.67,16130.01,21936.91,13491.95,27698.53,24348.65,21242.16,31505.13,24543.91,14072.96,28603.43,35013.1,9393.6,10682.25,28607.44,9451.38,27536.36,22622.23,24361.2,26976.44,10141.36,34346.92,35945.42,31505.13,27553.02,11172.74,19571.42,9466.830000000002,17876.02,35002.48,34983.17,15724.52,9931.94,9120.68,25759.64,15864.11,25759.64,20465.59,16146.14,18047.88,33910.6,9285.86,37912.86,26021.63,35013.1,21388.45,18438.61,24056.72,19575.73,17758.18,20149.9,21173.16,21929.97,20035.53,17653.03,20670.59,17780.96,18816.72,20670.59
102,20216.57,17289.27,13331.4,10653.67,14240.63,6199.97,6315.36,18054.68,15706.23,7607.14,9231.7,16758.51,12995.67,9088.56,9299.45,16011.48,17033.14,16083.6,4170.86,18832.41,9793.29,14117.57,2782.21,13142.57,3490.12,3598.83,2244.43,18581.3,13908.24,9793.89,8908.87,7931.319999999999,8963.08,5011.09,7212.22,10765.68,11754.95,5942.6,19313.54,5942.6,18591.83,3598.83,6268.6,18832.41,17281.4,17033.14,8963.08,3465.33,3309.17,4353.93,13139.74,15882.36,14528.0,18570.17,4814.41,21253.82,18150.91,5728.2,8890.069999999998,14542.54,14528.0,13296.68,18726.44,4337.9,14168.8,9055.27,4775.53,4187.56,10142.85,4141.04,18150.91,20861.34,15197.72,21633.69,1880.74,4434.75,4839.51,5598.78,5271.98,5820.45,3999.77,3398.16,5709.45,1328.25,7987.76,6112.39,13992.48,3023.34,5828.28,13320.62,23.28,3999.39,10767.86,4495.45,12419.69,4427.31,6651.43,4434.75,6710.42,3398.16,2302.95,3999.77,0.0,7400.66,330.02,7396.21,5271.98,1985.71,23101.69,22407.52,32664.67,35666.67,25718.0,35525.5,24712.48,19582.48,27182.33,28550.32,24842.53,30440.71,21109.17,29686.68,29583.0,19411.31,23717.16,28836.15,23248.79,18148.36,18150.86,18694.2,17920.93,19804.25,18247.13,18114.54,17991.85,20393.34,17904.11,18624.2,18099.03,18136.16,19421.47,10699.25,5978.1,9172.26,18605.12,5958.4,5970.79,16501.63,7697.149999999999,21422.3,8162.38,8389.12,8374.719999999998,13327.58,8389.12,15894.69,26194.13,7925.43,18935.0,30232.8,8498.719999999998,33782.51,19477.64,17154.5,14841.38,8155.33,9853.02,23104.88,8332.51,10110.66,12344.38,17963.39,10058.46,23903.31,20348.88,17275.11,27762.54,20544.2,10579.18,24825.75,31347.64,7925.43,8071.84,24828.64,7928.58,23733.74,18634.68,20361.43,23123.2,7746.51,30669.01,32298.28,27762.54,23749.61,8371.85,15621.77,7902.189999999999,13936.12,31338.07,31317.11,12035.22,7720.84,8157.59,21783.11,12137.18,21783.11,16507.45,12361.28,14103.77,30222.43,8144.81,34301.19,22081.12,31347.64,18054.73,14593.85,21090.68,15968.45,13758.82,16629.35,17806.93,18689.17,16495.48,13731.2,17226.41,13923.07,15288.88,17226.41
103,25558.79,22424.53,17365.33,14118.73,18395.54,5985.81,7378.5,23345.96,20185.47,9792.74,12331.64,21571.7,16980.02,2655.63,12427.04,20611.22,17243.52,16398.18,7543.63,18437.07,11357.14,14839.77,6469.84,13954.76,7032.32,7117.46,5973.43,18269.31,14641.33,11373.59,10761.18,10106.48,10778.97,8209.559999999998,9658.28,12133.23,12933.29,8894.85,18768.0,8894.85,18286.21,7117.46,4990.01,18437.07,17400.79,17243.52,10778.97,7037.64,6907.18,4612.2,13941.0,23262.16,21885.25,25970.83,11427.33,28654.47,25551.21,12723.82,15995.58,21900.04,21885.25,20630.11,26127.1,8453.8,21521.11,16156.49,11324.3,9012.05,17261.28,9347.580000000002,25551.21,28261.85,22565.26,29033.57,5591.46,3246.64,2887.67,12897.43,2518.38,1841.78,3617.31,10726.97,2003.84,8718.34,15219.22,13362.72,21158.86,10362.5,1849.42,20493.26,7403.42,3630.42,17973.77,3180.9,19597.8,11754.95,13880.62,3246.64,752.1599999999999,10726.97,9672.99,3617.31,7400.66,0.0,7081.18,21.73,2518.38,9358.72,29482.95,28628.43,39901.32,43011.56,32503.2,42865.46,31345.87,25588.09,34116.01,35560.41,31495.56,37608.48,27246.59,36820.84,36698.97,25238.51,30202.37,35858.6,29663.61,22814.11,19853.75,24061.89,21692.34,19239.12,23121.47,22158.34,19892.61,18832.63,21680.23,19977.56,19867.23,22178.06,19772.46,16086.38,13148.6,14984.23,22870.28,13188.8,13157.7,21108.46,14213.56,28733.55,9488.580000000002,13607.38,13324.32,20192.56,13607.38,22885.23,33542.43,10412.45,26114.46,37519.51,9041.31,41014.81,26699.98,24201.24,21828.88,10289.24,15662.68,30493.57,13396.81,15979.25,18905.73,25036.34,15905.56,31263.72,27609.24,24323.34,35090.4,27811.92,16532.78,32175.95,38617.26,10412.45,12496.48,32179.53,10507.14,31098.28,25775.42,27620.52,30511.46,11826.0,37948.68,39552.69,35090.4,31114.6,13111.08,22612.3,10554.75,20904.43,38606.82,38587.22,18375.74,11488.65,9759.48,29150.27,18562.31,29150.27,23524.25,18920.49,21085.03,37510.22,10049.09,41524.85,29477.31,38617.26,25001.29,21975.64,27611.03,23183.81,21052.24,23765.56,24788.07,25533.88,23650.06,20643.08,24287.88,20649.29,21210.57,24287.88
104,20359.54,17413.14,13371.98,10642.81,14292.73,5940.21,6110.11,18190.48,15783.8,7485.97,9185.44,16860.23,13031.55,8758.55,9255.580000000002,16097.56,16896.45,15947.5,4023.96,18677.03,9670.48,13989.56,2562.73,13012.8,3317.01,3431.0,1963.11,18428.48,13779.55,9671.85,8789.83,7815.02,8842.899999999998,4886.95,7098.35,10643.23,11632.03,5830.71,19153.62,5830.71,18439.3,3431.0,6090.29,18677.03,17141.83,16896.45,8842.899999999998,3293.04,3127.84,4148.23,13009.47,16194.02,14834.9,18890.2,5003.86,21574.01,18470.07,5973.97,9158.74,14849.49,14834.9,13599.24,19046.58,4258.42,14474.75,9323.68,4956.5,4166.57,10414.85,4156.69,18470.07,21180.84,15506.68,21955.08,1550.74,4104.79,4509.59,5928.79,4942.14,5492.3,3669.83,3728.17,5380.61,1656.64,8317.389999999998,6441.98,14321.85,3353.35,5499.99,13650.02,327.81,3669.41,11097.47,4165.53,12749.09,4757.28,6980.77,4104.79,6387.68,3728.17,2632.43,3669.83,330.02,7081.18,0.0,7076.97,4942.14,2315.22,23319.88,22613.39,32957.68,35973.07,25968.85,35831.18,24950.81,19769.89,27446.02,28820.99,25082.46,30726.38,21307.79,29968.96,29863.53,19585.86,23943.56,29107.98,23469.58,18244.27,18085.29,18836.29,17962.99,19644.94,18356.32,18172.89,17935.31,20197.91,17946.39,18543.68,18036.42,18194.46,19298.71,10818.07,6249.42,9316.27,18677.79,6238.94,6244.57,16589.59,7897.51,21751.57,8164.39,8618.13,8587.809999999998,13649.29,8618.13,16220.79,26500.63,7987.979999999999,19264.75,30531.27,8465.71,34075.15,19807.64,17482.09,15167.18,8201.53,10122.18,23419.09,8552.05,10383.73,12654.14,18291.59,10330.25,24211.65,20678.82,17602.75,28066.13,20874.1,10857.94,25132.46,31644.19,7987.979999999999,8250.95,25135.46,7996.439999999999,24042.8,18964.0,20691.38,23437.29,7901.14,30966.67,32593.2,28066.13,24058.76,8572.46,15947.82,7973.91,14261.17,31634.52,31613.71,12335.19,7856.18,8174.43,22110.04,12440.99,22110.04,16834.29,12670.98,14429.22,30521.03,8178.05,34592.96,22404.15,31644.19,18315.73,14905.89,21317.95,16255.94,14088.61,16908.29,18071.01,18941.41,16776.33,14054.54,17497.95,14240.35,15574.81,17497.95
105,25568.29,22434.4,17377.54,14131.47,18407.64,6000.39,7392.109999999999,23355.41,20197.0,9806.23,12344.54,21582.46,16992.28,2676.06,12439.91,20622.47,17263.08,16417.49,7551.27,18457.46,11372.95,14858.21,6473.63,13972.85,7038.33,7123.75,5974.64,18289.6,14659.71,11389.38,10776.08,10120.23,10793.96,8218.809999999998,9671.05,12149.76,12950.47,8905.62,18788.57,8905.62,18306.5,7123.75,4969.76,18457.46,17420.48,17263.08,10793.96,7043.57,6912.68,4596.82,13959.11,23259.02,21882.68,25966.37,11429.1,28649.98,25546.91,12724.08,15995.64,21897.46,21882.68,20627.97,26122.62,8460.899999999998,21518.64,16156.6,11326.3,9017.88,17261.37,9352.68,25546.91,28257.49,22562.46,29028.83,5588.73,3249.11,2891.49,12890.68,2524.0,1847.57,3618.33,10720.87,2009.98,8713.45,15211.53,13355.41,21150.16,10356.58,1855.48,20484.66,7399.04,3631.59,17965.62,3183.43,19589.3,11748.67,13873.06,3249.11,756.36,10720.87,9667.59,3618.33,7396.21,21.73,7076.97,0.0,2524.0,9353.42,29488.48,28634.69,39900.97,43009.5,32506.58,42863.5,31350.14,25595.09,34118.41,35562.25,31499.73,37608.9,27253.14,36821.59,36699.89,25246.21,30207.41,35860.35,29668.99,22825.46,19871.38,24071.16,21705.94,19259.74,23132.23,22171.31,19909.9,18854.0,21693.82,19995.79,19884.76,22191.04,19792.11,16094.33,13147.73,14990.42,22882.76,13187.42,13156.7,21119.76,14216.69,28726.26,9468.42,13592.13,13308.54,20181.86,13592.13,22875.11,33540.22,10393.39,26105.68,37518.44,9020.5,41014.53,26691.62,24191.44,21818.8,10269.76,15648.49,30490.16,13381.26,15965.16,18893.67,25026.7,15891.42,31261.21,27601.28,24313.55,35088.61,27804.06,16518.85,32173.69,38616.45,10393.39,12479.85,32177.25,10488.18,31095.67,25766.3,27612.55,30508.07,11808.96,37947.72,39552.1,35088.61,31111.97,13094.91,22602.2,10535.88,20894.29,38606.03,38586.4,18362.86,11471.18,9739.54,29144.06,18549.73,29144.06,23514.28,18908.41,21074.96,37509.14,10029.41,41524.68,29472.2,38616.45,25003.25,21972.42,27615.75,23183.35,21044.89,23765.92,24789.77,25536.58,23650.24,20632.62,24288.92,20637.82,21195.94,24288.92
